airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air India,2019-03-09,Delhi,Cochin,20:15:00,19:15:00,1380,2,No Info,19681
Air India,2019-03-27,Delhi,Cochin,17:15:00,07:40:00,865,2,No Info,8367
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,09:20:00,730,1,In-flight meal not included,9663
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,19:10:00,575,1,No Info,13067
Jet Airways,2019-03-12,Banglore,New Delhi,05:45:00,11:25:00,340,1,No Info,13817
Indigo,2019-03-03,Chennai,Kolkata,07:55:00,10:15:00,140,0,No Info,7295
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,09:20:00,800,1,No Info,14781
Indigo,2019-06-27,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,3943
Multiple Carriers,2019-05-01,Delhi,Cochin,10:20:00,19:00:00,520,1,No Info,9794
Indigo,2019-03-24,Banglore,New Delhi,18:55:00,21:45:00,170,0,No Info,7303
Indigo,2019-05-06,Banglore,Delhi,00:30:00,03:25:00,175,0,No Info,4284
Multiple Carriers,2019-06-24,Delhi,Cochin,14:00:00,01:30:00,690,1,No Info,13377
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,21:05:00,1685,1,No Info,13067
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,20:45:00,740,1,No Info,14781
Indigo,2019-06-27,Banglore,Delhi,01:30:00,04:15:00,165,0,No Info,3419
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,23:35:00,425,1,No Info,14571
Indigo,2019-04-09,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4174
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,16:20:00,590,1,No Info,13941
Jet Airways,2019-05-27,Delhi,Cochin,19:10:00,12:35:00,1045,2,No Info,15129
Indigo,2019-05-21,Delhi,Cochin,07:15:00,12:30:00,315,1,No Info,5636
Multiple Carriers,2019-05-27,Delhi,Cochin,10:20:00,19:15:00,535,1,No Info,9316
Air India,2019-03-06,Banglore,New Delhi,08:15:00,22:55:00,880,2,No Info,13942
Goair,2019-05-24,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,3419
Multiple Carriers,2019-04-09,Delhi,Cochin,07:05:00,18:10:00,665,1,No Info,6601
Jet Airways,2019-03-15,Banglore,New Delhi,08:00:00,18:25:00,625,1,In-flight meal not included,9134
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,18:15:00,705,1,In-flight meal not included,10844
Vistara,2019-03-24,Banglore,New Delhi,19:40:00,22:20:00,160,0,No Info,4563
Air India,2019-03-03,Banglore,New Delhi,08:15:00,21:25:00,790,1,No Info,6781
Air Asia,2019-06-18,Kolkata,Banglore,09:45:00,12:15:00,150,0,No Info,3807
Jet Airways,2019-03-27,Delhi,Cochin,23:05:00,04:25:00,320,1,In-flight meal not included,7438
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,16:20:00,1430,1,In-flight meal not included,10844
Spicejet,2019-06-27,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,3625
Air Asia,2019-05-03,Kolkata,Banglore,19:55:00,22:25:00,150,0,No Info,5989
Indigo,2019-05-21,Banglore,Delhi,21:15:00,00:15:00,180,0,No Info,3943
Indigo,2019-05-24,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,7081
Indigo,2019-03-21,Kolkata,Banglore,09:35:00,12:20:00,165,0,No Info,4148
Multiple Carriers,2019-05-15,Delhi,Cochin,08:45:00,21:00:00,735,1,No Info,7670
Indigo,2019-03-09,Chennai,Kolkata,13:20:00,15:35:00,135,0,No Info,6297
Jet Airways,2019-03-06,Banglore,New Delhi,21:25:00,11:25:00,840,1,No Info,17261
Indigo,2019-03-24,Banglore,New Delhi,10:10:00,13:00:00,170,0,No Info,4777
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,16:20:00,1285,1,In-flight meal not included,10844
Jet Airways,2019-05-09,Kolkata,Banglore,18:55:00,09:20:00,865,1,In-flight meal not included,9663
Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,19:00:00,715,1,In-flight meal not included,12239
Multiple Carriers,2019-06-24,Delhi,Cochin,09:00:00,21:00:00,720,1,No Info,13587
Indigo,2019-04-18,Banglore,Delhi,01:30:00,04:15:00,165,0,No Info,4591
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,12:00:00,1025,1,In-flight meal not included,8529
Spicejet,2019-04-21,Delhi,Cochin,08:45:00,13:15:00,270,1,No Info,6460
Indigo,2019-06-21,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,4077
Air India,2019-03-03,Delhi,Cochin,17:20:00,09:25:00,965,1,No Info,16352
Air India,2019-05-18,Kolkata,Banglore,05:50:00,08:55:00,1625,2,No Info,12723
Jet Airways,2019-06-24,Delhi,Cochin,09:35:00,12:35:00,1620,2,No Info,12609
Spicejet,2019-06-18,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Jet Airways,2019-06-03,Delhi,Cochin,21:25:00,19:00:00,1295,2,In-flight meal not included,11507
Multiple Carriers,2019-06-03,Delhi,Cochin,08:30:00,19:00:00,630,1,No Info,11200
Indigo,2019-05-21,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4804
Vistara,2019-06-12,Banglore,Delhi,21:00:00,23:50:00,170,0,No Info,4668
Spicejet,2019-05-18,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,3597
Jet Airways,2019-06-03,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,14714
Indigo,2019-03-27,Mumbai,Hyderabad,19:05:00,20:30:00,85,0,No Info,2754
Jet Airways,2019-06-15,Delhi,Cochin,11:40:00,19:00:00,440,2,No Info,18804
Indigo,2019-04-12,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,4423
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,19:50:00,345,1,No Info,13626
Jet Airways,2019-05-24,Kolkata,Banglore,09:35:00,23:35:00,840,1,No Info,14151
Indigo,2019-05-09,Delhi,Cochin,11:25:00,21:00:00,575,1,No Info,6979
Air India,2019-04-24,Delhi,Cochin,05:10:00,08:00:00,170,0,No Info,5201
Spicejet,2019-06-06,Chennai,Kolkata,17:45:00,20:05:00,140,0,No check-in baggage included,3543
Spicejet,2019-06-06,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3841
Multiple Carriers,2019-03-01,Delhi,Cochin,00:20:00,13:20:00,780,1,No Info,29528
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00:00,1775,2,No Info,15339
Vistara,2019-06-09,Kolkata,Banglore,07:10:00,23:25:00,975,1,No Info,9345
Jet Airways,2019-05-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,3210
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,23:35:00,425,1,No Info,13626
Air India,2019-06-15,Delhi,Cochin,05:10:00,08:00:00,170,0,No Info,5201
Spicejet,2019-05-21,Kolkata,Banglore,08:35:00,17:15:00,520,1,No Info,6381
Indigo,2019-03-03,Delhi,Cochin,08:35:00,16:10:00,455,1,No Info,7663
Goair,2019-06-01,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,3898
Indigo,2019-05-15,Banglore,Delhi,21:15:00,00:15:00,180,0,No Info,3943
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,23:35:00,395,1,No Info,14151
Air India,2019-05-09,Kolkata,Banglore,12:00:00,18:30:00,1830,2,No Info,9626
Air India,2019-06-06,Delhi,Cochin,14:10:00,17:10:00,180,0,No Info,6094
Jet Airways,2019-05-09,Delhi,Cochin,05:30:00,19:00:00,810,2,In-flight meal not included,13029
Indigo,2019-05-24,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4804
Air India,2019-05-18,Delhi,Cochin,12:30:00,09:25:00,1255,1,No Info,7480
Jet Airways,2019-06-27,Delhi,Cochin,08:10:00,12:35:00,1705,2,No Info,14300
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,09:10:00,1395,1,No Info,10842
Jet Airways,2019-03-18,Banglore,New Delhi,18:40:00,07:40:00,780,1,No Info,12284
Vistara,2019-06-12,Kolkata,Banglore,20:20:00,18:50:00,1350,1,No Info,8610
Jet Airways,2019-06-06,Kolkata,Banglore,14:05:00,23:35:00,570,1,No Info,14571
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,16108
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,10:05:00,910,1,In-flight meal not included,8586
Jet Airways,2019-06-06,Delhi,Cochin,16:00:00,04:25:00,745,1,In-flight meal not included,10262
Multiple Carriers,2019-03-09,Delhi,Cochin,18:15:00,01:35:00,440,1,In-flight meal not included,14086
Jet Airways,2019-03-21,Delhi,Cochin,18:25:00,18:50:00,1465,2,In-flight meal not included,9270
Air India,2019-05-12,Delhi,Cochin,18:05:00,21:10:00,185,0,No Info,6304
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,09:20:00,1155,1,In-flight meal not included,8529
Jet Airways,2019-06-09,Delhi,Cochin,02:15:00,12:35:00,620,1,No Info,18371
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,12:35:00,1145,1,In-flight meal not included,12898
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,19:00:00,1270,1,No Info,16079
Air India,2019-06-27,Delhi,Cochin,17:15:00,07:40:00,865,2,No Info,13039
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,09:00:00,1280,1,No Info,20800
Multiple Carriers,2019-03-06,Delhi,Cochin,11:30:00,21:00:00,570,1,In-flight meal not included,15136
Air India,2019-05-09,Delhi,Cochin,12:00:00,19:15:00,435,2,No Info,8918
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,09:20:00,730,1,No Info,14571
Jet Airways,2019-06-09,Delhi,Cochin,21:25:00,19:00:00,1295,2,No Info,13292
Jet Airways,2019-05-01,Delhi,Cochin,19:10:00,19:00:00,1430,2,No Info,15129
Indigo,2019-03-09,Delhi,Cochin,16:00:00,01:35:00,575,1,No Info,13611
Multiple Carriers,2019-06-06,Delhi,Cochin,12:50:00,19:15:00,385,1,No Info,8266
Air Asia,2019-05-15,Delhi,Cochin,16:45:00,22:25:00,340,1,No Info,6752
Jet Airways,2019-06-27,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,14714
Spicejet,2019-05-18,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No check-in baggage included,1965
Air India,2019-05-06,Kolkata,Banglore,12:00:00,21:50:00,590,2,No Info,10151
Jet Airways,2019-06-27,Delhi,Cochin,06:45:00,12:35:00,1790,2,In-flight meal not included,10919
Air India,2019-03-15,Banglore,New Delhi,13:20:00,16:10:00,170,0,No Info,7276
Spicejet,2019-03-06,Kolkata,Banglore,17:15:00,19:45:00,150,0,No Info,4622
Jet Airways,2019-03-12,Banglore,New Delhi,21:25:00,10:25:00,780,1,No Info,13817
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,19:00:00,300,1,No Info,14714
Air India,2019-03-06,Mumbai,Hyderabad,17:20:00,14:50:00,150,2,No Info,11972
Indigo,2019-05-09,Chennai,Kolkata,05:15:00,07:40:00,145,0,No Info,3540
Indigo,2019-03-09,Banglore,New Delhi,01:30:00,04:15:00,165,0,No Info,6860
Air India,2019-06-24,Delhi,Cochin,14:10:00,17:10:00,180,0,No Info,5201
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,12:00:00,330,1,In-flight meal not included,9663
Indigo,2019-05-09,Kolkata,Banglore,11:30:00,14:05:00,155,0,No Info,5224
Air India,2019-05-09,Kolkata,Banglore,16:50:00,13:45:00,1255,2,No Info,12592
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,01:30:00,840,1,In-flight meal not included,6733
Jet Airways,2019-06-09,Delhi,Cochin,19:45:00,04:25:00,520,1,In-flight meal not included,10577
Jet Airways,2019-03-06,Mumbai,Hyderabad,13:05:00,16:50:00,1665,2,No Info,21375
Vistara,2019-06-06,Banglore,Delhi,11:30:00,14:20:00,170,0,No Info,4668
Goair,2019-03-24,Banglore,New Delhi,20:55:00,23:50:00,175,0,No Info,5706
Multiple Carriers,2019-06-03,Delhi,Cochin,07:30:00,19:00:00,690,1,No Info,10877
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,10:45:00,950,1,In-flight meal not included,11087
Air India,2019-03-09,Banglore,New Delhi,06:50:00,08:50:00,1560,1,No Info,5626
Multiple Carriers,2019-06-15,Delhi,Cochin,12:50:00,21:00:00,490,1,No Info,7005
Multiple Carriers,2019-06-12,Delhi,Cochin,09:45:00,22:30:00,765,1,No Info,9646
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,09:20:00,730,1,In-flight meal not included,10844
Air India,2019-03-15,Banglore,New Delhi,06:45:00,15:15:00,510,1,No Info,8714
Air India,2019-03-03,Delhi,Cochin,22:00:00,19:15:00,1275,2,No Info,22096
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,15:15:00,435,1,No Info,22270
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,09:00:00,1445,1,No Info,15025
Multiple Carriers,2019-06-06,Delhi,Cochin,06:00:00,19:00:00,780,1,No Info,11789
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,22:05:00,750,1,No Info,12121
Jet Airways,2019-03-24,Banglore,New Delhi,19:55:00,22:35:00,160,0,No Info,8016
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,20:45:00,1695,1,No Info,12681
Air Asia,2019-06-06,Kolkata,Banglore,07:35:00,23:30:00,955,1,No Info,6810
Jet Airways,2019-06-01,Delhi,Cochin,13:00:00,12:35:00,1415,1,In-flight meal not included,10262
Air India,2019-03-01,Banglore,New Delhi,00:30:00,23:55:00,1405,1,1 Long layover,12599
Multiple Carriers,2019-03-27,Delhi,Cochin,18:15:00,01:35:00,440,1,No Info,12327
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,23:35:00,425,1,No Info,14781
Jet Airways,2019-05-27,Banglore,Delhi,15:15:00,18:10:00,175,0,No Info,7229
Air India,2019-06-01,Delhi,Cochin,14:25:00,19:15:00,1730,2,No Info,13591
Goair,2019-04-15,Delhi,Cochin,10:35:00,19:35:00,540,1,No Info,5752
Air India,2019-05-09,Delhi,Cochin,16:55:00,19:15:00,1580,2,No Info,13591
Vistara,2019-04-15,Banglore,Delhi,21:00:00,23:50:00,170,0,No Info,5403
Multiple Carriers,2019-05-27,Delhi,Cochin,14:00:00,21:00:00,420,1,In-flight meal not included,7153
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,22:05:00,1745,1,No Info,13067
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,10:05:00,775,1,In-flight meal not included,9663
Jet Airways,2019-06-27,Delhi,Cochin,19:30:00,12:35:00,1025,2,No Info,13764
Air India,2019-05-06,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4145
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,12:00:00,960,1,In-flight meal not included,9663
Indigo,2019-05-27,Banglore,Delhi,01:30:00,04:15:00,165,0,No Info,3419
Indigo,2019-03-21,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,3384
Air India,2019-04-01,Kolkata,Banglore,17:30:00,08:55:00,925,1,No Info,7893
Indigo,2019-06-03,Delhi,Cochin,10:35:00,21:00:00,625,1,No Info,6093
Multiple Carriers,2019-06-03,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,13714
Air India,2019-05-03,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,6121
Air India,2019-05-12,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4880
Vistara,2019-04-01,Delhi,Cochin,14:40:00,17:50:00,190,0,No Info,4851
Jet Airways,2019-03-06,Banglore,New Delhi,21:25:00,05:05:00,460,1,No Info,19225
Multiple Carriers,2019-06-15,Delhi,Cochin,17:50:00,01:30:00,460,2,No Info,18485
Jet Airways,2019-04-06,Delhi,Cochin,11:30:00,12:35:00,1505,1,In-flight meal not included,5177
Indigo,2019-04-06,Banglore,Delhi,13:00:00,15:50:00,170,0,No Info,4423
Jet Airways,2019-04-06,Banglore,Delhi,18:55:00,22:00:00,185,0,No Info,7229
Indigo,2019-04-03,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4174
Vistara,2019-03-09,Banglore,New Delhi,11:30:00,14:10:00,160,0,No Info,7240
Air India,2019-06-12,Kolkata,Banglore,09:25:00,18:30:00,545,1,No Info,8366
Jet Airways,2019-06-12,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4995
Air India,2019-04-09,Delhi,Cochin,14:05:00,17:55:00,230,0,No Info,6724
Indigo,2019-04-15,Kolkata,Banglore,15:15:00,20:30:00,315,1,No Info,4775
Indigo,2019-05-12,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4804
Indigo,2019-03-09,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,6297
Indigo,2019-06-27,Banglore,Delhi,21:15:00,00:15:00,180,0,No Info,3943
Jet Airways,2019-05-18,Delhi,Cochin,20:00:00,04:25:00,505,2,In-flight meal not included,15318
Air India,2019-06-27,Delhi,Cochin,12:55:00,19:15:00,1820,2,No Info,12646
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,12:00:00,1025,1,No Info,14571
Air India,2019-05-24,Kolkata,Banglore,05:50:00,23:15:00,1045,2,No Info,12723
Jet Airways,2019-03-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No Info,5678
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,10:05:00,1200,1,In-flight meal not included,9663
Spicejet,2019-03-24,Kolkata,Banglore,06:55:00,09:35:00,160,0,No check-in baggage included,4781
Indigo,2019-05-15,Delhi,Cochin,17:30:00,01:30:00,480,1,No Info,6979
Air India,2019-04-01,Kolkata,Banglore,07:00:00,10:00:00,1620,2,No Info,9836
Vistara,2019-05-09,Banglore,Delhi,07:00:00,09:40:00,160,0,No Info,4668
Jet Airways,2019-06-15,Banglore,Delhi,15:15:00,18:10:00,175,0,No Info,8016
Spicejet,2019-04-27,Kolkata,Banglore,17:10:00,19:40:00,150,0,No Info,4174
Jet Airways,2019-05-12,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,3502
Jet Airways,2019-06-12,Delhi,Cochin,13:00:00,19:00:00,360,1,No Info,14714
Jet Airways,2019-05-09,Delhi,Cochin,10:00:00,19:00:00,540,1,In-flight meal not included,12373
Jet Airways,2019-06-09,Delhi,Cochin,21:50:00,12:35:00,885,1,In-flight meal not included,10262
Spicejet,2019-03-09,Banglore,New Delhi,09:35:00,12:30:00,175,0,No Info,6205
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,09:05:00,1555,1,No Info,7980
Air India,2019-06-03,Delhi,Cochin,09:45:00,23:00:00,795,1,No Info,8907
Jet Airways,2019-06-24,Delhi,Cochin,13:25:00,12:35:00,1390,2,No Info,12819
Air India,2019-04-21,Banglore,Delhi,13:20:00,16:10:00,170,0,No Info,6121
Jet Airways,2019-05-09,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,In-flight meal not included,3210
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,04:25:00,1165,1,In-flight meal not included,13843
Vistara,2019-06-01,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6741
Spicejet,2019-06-21,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No check-in baggage included,2647
Air Asia,2019-06-06,Kolkata,Banglore,19:55:00,23:30:00,215,1,No Info,6857
Jet Airways,2019-05-15,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,4030
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,05:05:00,1325,1,No Info,26890
Jet Airways,2019-05-27,Delhi,Cochin,02:15:00,12:35:00,620,1,No Info,16376
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,19:00:00,1195,2,In-flight meal not included,11150
Air Asia,2019-04-18,Banglore,Delhi,04:55:00,07:45:00,170,0,No Info,4282
Air India,2019-03-12,Mumbai,Hyderabad,05:05:00,16:55:00,710,2,No Info,16172
Multiple Carriers,2019-06-03,Delhi,Cochin,10:00:00,21:00:00,660,1,No Info,9718
Indigo,2019-06-15,Delhi,Cochin,02:00:00,07:45:00,345,1,No Info,6386
Indigo,2019-03-06,Delhi,Cochin,15:00:00,01:35:00,635,1,No Info,14871
Multiple Carriers,2019-03-03,Delhi,Cochin,19:00:00,01:35:00,395,1,No Info,15288
Air India,2019-03-03,Banglore,New Delhi,10:30:00,22:55:00,745,1,No Info,11003
Jet Airways,2019-05-06,Banglore,Delhi,17:45:00,20:45:00,180,0,No Info,7229
Jet Airways,2019-03-03,Delhi,Cochin,09:55:00,18:50:00,535,1,No Info,18550
Multiple Carriers,2019-06-27,Delhi,Cochin,07:00:00,19:00:00,720,1,No Info,12192
Indigo,2019-06-21,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No Info,2754
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,18:10:00,700,1,No Info,13759
Indigo,2019-05-21,Delhi,Cochin,18:35:00,01:30:00,415,1,No Info,7006
Multiple Carriers,2019-06-03,Delhi,Cochin,11:40:00,01:30:00,830,1,No Info,7530
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,12:25:00,400,1,No Info,12284
Indigo,2019-05-21,Delhi,Cochin,04:55:00,11:50:00,415,1,No Info,6794
Indigo,2019-05-18,Kolkata,Banglore,21:00:00,02:15:00,315,1,No Info,6534
Jet Airways,2019-05-21,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,4030
Multiple Carriers,2019-06-15,Delhi,Cochin,08:00:00,21:00:00,780,1,No Info,13587
Air India,2019-05-01,Delhi,Cochin,17:15:00,09:25:00,970,2,No Info,8839
Indigo,2019-05-03,Chennai,Kolkata,07:55:00,10:15:00,140,0,No Info,3850
Indigo,2019-05-15,Banglore,Delhi,20:00:00,22:50:00,170,0,No Info,4823
Indigo,2019-06-21,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3943
Indigo,2019-04-21,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,4591
Jet Airways,2019-06-24,Delhi,Cochin,17:30:00,19:00:00,1530,1,In-flight meal not included,10262
Multiple Carriers,2019-03-21,Delhi,Cochin,08:00:00,15:30:00,450,1,No Info,14486
Spicejet,2019-05-03,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Indigo,2019-03-27,Chennai,Kolkata,11:35:00,14:00:00,145,0,No Info,3858
Multiple Carriers,2019-05-09,Delhi,Cochin,04:55:00,19:00:00,845,1,No Info,9103
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,04:40:00,450,1,In-flight meal not included,9663
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,19:50:00,800,1,No Info,14781
Indigo,2019-06-03,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,3943
Indigo,2019-03-01,Delhi,Cochin,04:55:00,21:20:00,985,2,No Info,10278
Spicejet,2019-03-15,Mumbai,Hyderabad,22:45:00,00:10:00,85,0,No check-in baggage included,2647
Air India,2019-06-01,Banglore,Delhi,17:00:00,19:45:00,165,0,No Info,7171
Air India,2019-05-27,Delhi,Cochin,14:10:00,17:10:00,180,0,No Info,6934
Spicejet,2019-03-03,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,7298
Indigo,2019-04-12,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,4990
Air India,2019-06-27,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4145
Jet Airways,2019-03-15,Banglore,New Delhi,05:50:00,12:20:00,390,1,In-flight meal not included,5853
Multiple Carriers,2019-05-27,Delhi,Cochin,15:00:00,01:30:00,630,1,In-flight meal not included,6943
Indigo,2019-03-06,Delhi,Cochin,07:35:00,12:00:00,265,1,No Info,7725
Indigo,2019-06-21,Chennai,Kolkata,11:35:00,14:00:00,145,0,No Info,3858
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,04:45:00,890,1,No Info,13759
Multiple Carriers,2019-05-18,Delhi,Cochin,11:40:00,19:15:00,455,1,No Info,9211
Air India,2019-06-09,Kolkata,Banglore,09:25:00,18:30:00,545,1,No Info,8576
Jet Airways,2019-06-21,Banglore,Delhi,17:45:00,20:45:00,180,0,No Info,8541
Indigo,2019-03-18,Banglore,New Delhi,16:15:00,20:35:00,260,1,No Info,4437
Multiple Carriers,2019-03-21,Delhi,Cochin,07:10:00,22:20:00,910,1,In-flight meal not included,5999
Multiple Carriers,2019-06-15,Delhi,Cochin,08:45:00,21:00:00,735,1,No Info,7005
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,19:00:00,560,2,In-flight meal not included,13029
Spicejet,2019-03-21,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,3384
Air India,2019-04-18,Banglore,Delhi,17:00:00,19:45:00,165,0,No Info,6121
Vistara,2019-03-15,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6111
Jet Airways,2019-03-03,Delhi,Cochin,18:20:00,04:25:00,2045,2,No Info,20747
Air India,2019-03-21,Delhi,Cochin,18:30:00,19:15:00,1485,2,No Info,10703
Vistara,2019-05-21,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6741
Indigo,2019-06-06,Delhi,Cochin,07:15:00,12:30:00,315,1,No Info,6582
Vistara,2019-05-06,Kolkata,Banglore,20:20:00,20:20:00,1440,1,No Info,8610
Spicejet,2019-03-27,Kolkata,Banglore,09:00:00,11:30:00,150,0,No check-in baggage included,3815
Indigo,2019-06-15,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4804
Indigo,2019-03-06,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,7295
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,21:05:00,1480,1,No Info,14151
Indigo,2019-04-09,Kolkata,Banglore,15:15:00,20:05:00,290,1,No Info,4268
Multiple Carriers,2019-06-06,Delhi,Cochin,07:00:00,21:00:00,840,1,No Info,7408
Multiple Carriers,2019-05-21,Delhi,Cochin,17:00:00,01:30:00,510,1,No Info,7888
Multiple Carriers,2019-06-24,Delhi,Cochin,08:30:00,19:15:00,645,1,No Info,7354
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,19:50:00,685,1,In-flight meal not included,8586
Jet Airways,2019-03-06,Banglore,New Delhi,07:00:00,13:15:00,375,1,No Info,19225
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,12:35:00,1355,1,In-flight meal not included,12373
Indigo,2019-04-15,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3943
Jet Airways,2019-03-15,Mumbai,Hyderabad,15:50:00,17:20:00,90,0,No Info,5678
Indigo,2019-06-24,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,3943
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,21:20:00,860,1,In-flight meal not included,7832
Air India,2019-05-01,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No Info,3100
Multiple Carriers,2019-06-24,Delhi,Cochin,07:00:00,21:00:00,840,1,No Info,7618
Air India,2019-05-24,Delhi,Cochin,07:00:00,19:15:00,735,1,No Info,9929
Spicejet,2019-03-01,Chennai,Kolkata,08:20:00,10:35:00,135,0,No Info,7298
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,10:45:00,850,1,In-flight meal not included,11087
Jet Airways,2019-03-27,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No Info,5678
Air India,2019-06-21,Delhi,Cochin,05:10:00,08:00:00,170,0,No Info,5201
